datetime_utc,unix_timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2022-10-13 13:00:00,1665666000,4,1375.2,3.86,41.13,2.68,25.27,45.91,59.89,13.05
2022-10-13 14:00:00,1665669600,5,1455.31,7.15,37.7,0.63,25.27,53.11,69.84,12.79
2022-10-13 15:00:00,1665673200,5,1495.36,9.16,34.96,0.29,24.08,58.38,76.45,12.03
2022-10-13 16:00:00,1665676800,5,1482.01,10.17,33.93,0.18,22.17,59.47,77.02,10.51
2022-10-13 17:00:00,1665680400,5,1361.85,9.61,32.9,0.17,19.79,55.21,69.94,8.36
2022-10-13 18:00:00,1665684000,5,1268.39,8.94,31.19,0.18,19.07,54.08,66.82,7.54
2022-10-13 19:00:00,1665687600,5,1161.58,6.98,28.1,0.37,17.17,53.45,64.8,7.16
2022-10-13 20:00:00,1665691200,5,1094.82,5.87,25.36,0.51,16.21,53.86,64.3,6.84
2022-10-13 21:00:00,1665694800,5,1068.12,6.43,23.65,0.4,17.17,54.63,64.62,6.52
2022-10-13 22:00:00,1665698400,5,1041.41,8.38,21.93,0.21,19.31,54.91,64.66,6.4
2022-10-13 23:00:00,1665702000,5,1054.76,11.06,20.22,0.09,21.46,55.96,66.03,6.78
2022-10-14 00:00:00,1665705600,5,1161.58,14.98,19.36,1.21,25.03,60,71.93,8.11
2022-10-14 01:00:00,1665709200,5,1241.68,16.32,24.68,1.43,30.99,61.43,74.9,8.49
2022-10-14 02:00:00,1665712800,5,1228.33,17.88,26.05,1.39,33.86,58.89,72.79,8.61
2022-10-14 03:00:00,1665716400,5,1094.82,15.42,27.76,2.95,34.81,53.74,66.47,8.49
2022-10-14 04:00:00,1665720000,4,660.9,2.21,23.65,20.74,20.27,38.13,44.93,4.69
2022-10-14 05:00:00,1665723600,4,534.06,0.8,18.51,33.26,17.17,34.21,39.08,3.61
2022-10-14 06:00:00,1665727200,4,500.68,0.46,16.45,40.05,15.5,33.18,37.33,3.17
2022-10-14 07:00:00,1665730800,4,467.3,0.3,14.74,49.35,13.59,30.73,33.91,2.85
2022-10-14 08:00:00,1665734400,4,460.62,0.3,15.77,55.79,14.31,28.96,31.87,2.94
2022-10-14 09:00:00,1665738000,4,467.3,0.24,16.62,56.51,14.42,27.47,30.25,3.13
2022-10-14 10:00:00,1665741600,4,547.41,0.11,21.93,48.64,17.4,27.31,30.89,4.18
2022-10-14 11:00:00,1665745200,4,660.9,0.01,28.1,35.76,20.27,29.55,34.37,5.45
2022-10-14 12:00:00,1665748800,4,720.98,0.02,29.82,28.97,21.46,32.34,38.49,6.08
2022-10-14 13:00:00,1665752400,5,1335.14,3.86,42.16,7.42,28.37,55.2,69.54,10.89
2022-10-14 14:00:00,1665756000,5,1976.01,18.55,38.04,0.04,32.42,82.35,106.47,13.55
2022-10-14 15:00:00,1665759600,5,2269.74,28.39,32.9,0,32.9,100.76,130.24,14.95
2022-10-14 16:00:00,1665763200,5,2243.04,31.29,30.5,0,29.8,103.57,131.45,14.19
2022-10-14 17:00:00,1665766800,5,1895.9,27.72,29.13,0,23.37,91.09,112.15,9.88
2022-10-14 18:00:00,1665770400,5,1482.01,18.33,27.42,0.02,17.17,80.57,96.04,7.35
2022-10-14 19:00:00,1665774000,5,1041.41,4.14,27.42,2.26,12.99,72.55,84.75,6.08
2022-10-14 20:00:00,1665777600,5,867.84,0.44,23.65,11.09,11.68,74.52,87.06,5.83
2022-10-14 21:00:00,1665781200,5,787.73,0.11,21.25,18.95,12.16,78.64,92.8,5.64
2022-10-14 22:00:00,1665784800,5,720.98,0.07,20.73,22.71,13.35,82.19,97.85,5.26
2022-10-14 23:00:00,1665788400,5,667.57,0.06,19.71,24.32,13.71,83.75,99.36,5.19
2022-10-15 00:00:00,1665792000,5,640.87,0.71,18.68,29.68,14.54,82.03,95.57,5.38
2022-10-15 01:00:00,1665795600,5,640.87,1.9,17.48,52.21,16.21,76.52,85.64,4.75
2022-10-15 02:00:00,1665799200,5,654.22,2.49,16.96,72.96,18.36,78.64,85.52,4.94
2022-10-15 03:00:00,1665802800,5,640.87,2.32,15.94,95.84,19.79,85,90.84,5.26
2022-10-15 04:00:00,1665806400,5,574.11,1.26,14.05,115.87,17.4,85.29,89.55,4.24
2022-10-15 05:00:00,1665810000,5,534.06,1.15,13.37,121.59,16.69,82.04,85.44,3.8
2022-10-15 06:00:00,1665813600,5,520.71,1.06,13.02,123.02,16.21,79.61,82.66,3.8
2022-10-15 07:00:00,1665817200,5,494,1.19,10.71,127.32,14.07,76.83,79.54,3.58
2022-10-15 08:00:00,1665820800,5,494,1.02,12,118.73,14.07,73.18,75.97,3.77
2022-10-15 09:00:00,1665824400,5,507.35,0.73,13.88,107.29,14.31,69.31,72.2,4.12
2022-10-15 10:00:00,1665828000,5,720.98,0.54,27.08,80.11,21.22,72.14,76.87,7.28
2022-10-15 11:00:00,1665831600,5,947.95,0.03,35.3,55.07,22.65,76.13,83.1,11.02
2022-10-15 12:00:00,1665835200,5,1041.41,0,33.93,47.21,19.79,78.44,86.82,12.16
2022-10-15 13:00:00,1665838800,5,1094.82,0,34.27,43.99,19.79,82.63,92.62,11.53
2022-10-15 14:00:00,1665842400,5,1041.41,0,31.87,44.35,18.6,82.54,92.86,10.13
2022-10-15 15:00:00,1665846000,5,961.3,0,28.1,45.42,16.69,80.09,90.04,8.99
2022-10-15 16:00:00,1665849600,5,894.55,0,26.05,43.99,15.14,74.33,83.21,7.66
2022-10-15 17:00:00,1665853200,5,807.76,0,25.02,39.7,14.42,66.41,73.83,6.02
2022-10-15 18:00:00,1665856800,5,734.33,0.01,24.68,33.26,15.02,61.04,67.52,5.13
2022-10-15 19:00:00,1665860400,5,654.22,0.02,22.28,27.89,14.19,56.3,61.96,4.69
2022-10-15 20:00:00,1665864000,5,614.17,0.05,21.42,22.53,14.07,52.97,58.16,4.69
2022-10-15 21:00:00,1665867600,5,614.17,0.15,22.28,17.17,14.78,51.31,56.44,4.88
2022-10-15 22:00:00,1665871200,4,634.19,0.38,23.99,12.34,16.45,49.81,55.06,5
2022-10-15 23:00:00,1665874800,4,654.22,0.75,24.68,8.94,17.64,47.91,53.32,5.32
2022-10-16 00:00:00,1665878400,4,747.68,3.52,22.96,12.34,19.55,48.63,55.21,6.4
2022-10-16 01:00:00,1665882000,5,867.84,6.82,22.96,37.55,24.8,52.07,59.41,6.78
2022-10-16 02:00:00,1665885600,5,947.95,7.1,26.73,72.24,30.99,58.38,66.65,7.66
2022-10-16 03:00:00,1665889200,5,947.95,5.7,28.79,120.16,37.19,70.36,79.33,8.61
2022-10-16 04:00:00,1665892800,5,674.25,1.96,19.36,130.18,25.51,54.64,60,5.38
2022-10-16 05:00:00,1665896400,4,587.46,1.55,17.31,125.89,23.13,47.42,51.5,4.69
2022-10-16 06:00:00,1665900000,4,567.44,1.37,17.65,123.02,23.37,45.71,49.5,5
2022-10-16 07:00:00,1665903600,4,514.03,0.99,15.94,110.15,19.31,39.17,42.28,4.69
2022-10-16 08:00:00,1665907200,4,480.65,0.78,16.28,95.84,17.64,33.96,36.63,4.37
2022-10-16 09:00:00,1665910800,4,480.65,0.61,16.79,86.55,17.17,32.4,34.96,4.37
2022-10-16 10:00:00,1665914400,4,1201.63,1.03,42.16,40.77,25.03,48.32,55.91,12.54
2022-10-16 11:00:00,1665918000,5,2162.93,11.85,56.21,1.68,30.99,72.35,87.74,22.29
2022-10-16 12:00:00,1665921600,5,2670.29,28.16,44.55,0,31.47,93.42,116.02,24.07
2022-10-16 13:00:00,1665925200,5,3097.53,38,40.78,0,33.86,117.85,147.67,21.79
2022-10-16 14:00:00,1665928800,5,3070.83,37.1,39.76,0,31.47,125.1,157.71,18.49
2022-10-16 15:00:00,1665932400,5,2723.69,29.5,38.73,0,27.66,118.08,148.82,15.58
2022-10-16 16:00:00,1665936000,5,2243.04,20.79,37.7,0.01,23.13,101.22,126.38,12.41
2022-10-16 17:00:00,1665939600,5,1869.2,16.32,35.3,0.03,19.07,87.22,106.79,9.63
2022-10-16 18:00:00,1665943200,5,1668.93,16.32,32.56,0.02,20.27,82.07,99.08,8.99
2022-10-16 19:00:00,1665946800,5,1455.31,14.19,29.47,0.06,19.55,77.57,92.49,8.36
2022-10-16 20:00:00,1665950400,5,1214.98,10.39,27.08,0.18,17.88,71.69,84.51,7.54
2022-10-16 21:00:00,1665954000,5,1041.41,7.1,26.05,0.53,17.4,66.57,77.3,6.78
2022-10-16 22:00:00,1665957600,5,894.55,5.53,25.7,0.88,19.31,62.2,71.08,6.14
2022-10-16 23:00:00,1665961200,5,854.49,7.93,23.99,0.42,22.41,61.27,69.79,6.52
2022-10-17 00:00:00,1665964800,5,974.66,13.3,22.62,4.43,28.61,64.66,74.7,8.23
2022-10-17 01:00:00,1665968400,5,1094.82,12.85,33.93,4.2,37.67,64.81,75.67,9.12
2022-10-17 02:00:00,1665972000,5,1094.82,13.86,35.64,6.71,41.48,61.22,72.43,9.88
2022-10-17 03:00:00,1665975600,5,974.66,10.39,36.33,15.02,41.48,56.01,66.52,10.13
2022-10-17 04:00:00,1665979200,4,607.49,1.84,22.28,50.07,22.89,32.95,37.52,5.13
2022-10-17 05:00:00,1665982800,3,520.71,1.33,19.02,61.51,20.27,23.27,26.34,4.24
2022-10-17 06:00:00,1665986400,3,514.03,1.36,18.68,64.37,20.27,20.05,22.86,4.18
2022-10-17 07:00:00,1665990000,2,507.35,1.13,17.99,64.37,19.07,17.89,20.7,4.24
2022-10-17 08:00:00,1665993600,2,534.06,1.01,19.71,59.37,20.27,17.44,20.45,4.69
2022-10-17 09:00:00,1665997200,2,567.44,0.73,21.93,52.21,21.22,17.65,20.89,5.19
2022-10-17 10:00:00,1666000800,5,2323.15,20.34,52.78,6.79,37.67,55.17,70.55,20.77
2022-10-17 11:00:00,1666004400,5,4806.52,79.57,47.98,0.02,52.45,117.98,152.45,34.45
2022-10-17 12:00:00,1666008000,5,6782.53,126.96,43.53,0,61.99,193.55,248.97,35.46
2022-10-17 13:00:00,1666011600,5,8865.36,169.87,45.24,0,72.48,297.86,376.1,32.93
2022-10-17 14:00:00,1666015200,5,10681.15,205.64,46.61,0,72.48,412.47,504.68,28.12
2022-10-17 15:00:00,1666018800,5,10894.78,212.79,45.24,0,65.8,478.11,563.79,23.05
2022-10-17 16:00:00,1666022400,5,3524.78,59.01,58.95,0,60.56,148.12,169.08,13.17
2022-10-17 17:00:00,1666026000,5,1815.8,26.82,48.67,0.01,46.73,79.61,90.33,8.49
2022-10-17 18:00:00,1666029600,5,1295.09,20.56,42.84,0.02,45.78,60.17,67.51,7.28
2022-10-17 19:00:00,1666033200,5,1041.41,17.43,39.41,0.04,43.87,50.74,56.39,7.09
2022-10-17 20:00:00,1666036800,5,1054.76,23.47,40.78,0.01,51.02,54.4,60.63,8.11
2022-10-17 21:00:00,1666040400,5,1308.44,35.76,50.04,0,66.76,72.09,81.17,9.63
2022-10-17 22:00:00,1666044000,5,1762.39,46.49,69.92,0,85.83,102.21,115.95,10.64
2022-10-17 23:00:00,1666047600,5,2056.12,55.43,84.31,0,102.04,125.2,142.44,10.89
2022-10-18 00:00:00,1666051200,5,2429.96,70.63,90.48,0.33,122.07,150.95,171.68,12.79
2022-10-18 01:00:00,1666054800,5,2910.61,96.56,95.96,1.35,154.5,177.17,199.3,14.57
2022-10-18 02:00:00,1666058400,5,3391.27,126.96,105.56,3.58,190.73,202.84,224.5,16.47
2022-10-18 03:00:00,1666062000,5,3791.81,137.69,123.38,7.33,223.16,228.61,251.66,15.45
2022-10-18 04:00:00,1666065600,5,2349.85,48.73,112.41,22.35,135.42,157.31,173.15,9.5
2022-10-18 05:00:00,1666069200,5,1708.98,15.2,101.45,35.41,92.51,119.17,130.7,7.54
2022-10-18 06:00:00,1666072800,5,1535.42,4.25,98.71,37.19,82.97,108.71,118.38,7.22
2022-10-18 07:00:00,1666076400,5,1522.06,0.26,104.19,19.49,85.83,106.2,115.75,8.99
2022-10-18 08:00:00,1666080000,5,1735.69,3.21,117.9,3.89,102.04,120.67,131.97,11.91
2022-10-18 09:00:00,1666083600,5,2029.42,6.71,124.75,1.23,113.49,141.62,154.66,13.05
2022-10-18 10:00:00,1666087200,5,2910.61,17.88,123.38,1.52,109.67,175.06,192.06,14.57
2022-10-18 11:00:00,1666090800,5,4379.27,45.6,117.9,0.08,107.77,223.44,247.19,17.99
2022-10-18 12:00:00,1666094400,5,5821.23,82.25,116.53,0,120.16,288.05,319.72,23.05
2022-10-18 13:00:00,1666098000,5,6942.75,118.02,123.38,0,139.24,350.93,390.52,28.12
2022-10-18 14:00:00,1666101600,5,7156.37,135.9,120.64,0,150.68,376.78,420.55,28.37
2022-10-18 15:00:00,1666105200,5,7049.56,150.2,112.41,0,156.4,392.22,437.39,27.36
2022-10-18 16:00:00,1666108800,5,7263.18,160.93,97.33,0,141.14,412.38,458.48,25.84
2022-10-18 17:00:00,1666112400,5,7690.43,175.24,80.2,0,107.77,428.38,474.01,23.05
2022-10-18 18:00:00,1666116000,5,7476.81,173.45,66.49,0,84.88,400.91,445.15,21.79
2022-10-18 19:00:00,1666119600,5,6782.53,159.14,56.89,0,70.57,355.73,398.58,21.03
2022-10-18 20:00:00,1666123200,5,5661.01,132.32,50.04,0,59.6,296.45,337.43,17.73
2022-10-18 21:00:00,1666126800,5,4112.24,95.67,43.87,0,51.5,218.81,253.74,14.31
2022-10-18 22:00:00,1666130400,5,2403.26,54.99,38.73,0,50.54,132.33,157.75,11.02
2022-10-18 23:00:00,1666134000,5,1735.69,42.02,35.99,0,54.84,101.23,122.76,10.39
2022-10-19 00:00:00,1666137600,5,1815.8,48.73,38.04,0.04,72.48,104.57,127.59,12.92
2022-10-19 01:00:00,1666141200,5,1615.52,39.79,51.41,0.09,82.02,89.44,106,10.64
2022-10-19 02:00:00,1666144800,5,1495.36,25.48,56.21,0.08,67.71,72.14,84.44,9.12
2022-10-19 03:00:00,1666148400,5,1281.74,12.96,52.78,0.54,54.84,55.46,64.51,7.92
2022-10-19 04:00:00,1666152000,4,1121.52,2.93,42.84,8.76,43.39,42.32,48.28,6.14
2022-10-19 05:00:00,1666155600,4,1081.47,0.86,41.47,17.17,43.39,41.25,46.2,5.7
2022-10-19 06:00:00,1666159200,4,1001.36,0.31,39.76,27.54,41.01,38.94,43.49,5.45
2022-10-19 07:00:00,1666162800,4,894.55,0.04,40.1,35.76,39.58,36.8,41.12,5.19
2022-10-19 08:00:00,1666166400,4,827.79,0.01,41.13,43.27,40.53,39.02,43.42,5.13
2022-10-19 09:00:00,1666170000,4,821.11,0,41.47,52.21,40.53,45.23,49.85,5
2022-10-19 10:00:00,1666173600,5,1321.79,0.03,56.21,35.41,43.39,63.15,70.56,7.41
2022-10-19 11:00:00,1666177200,5,2162.93,3.38,74.03,7.15,50.07,87.98,100.03,10.26
2022-10-19 12:00:00,1666180800,5,2883.91,18.33,71.97,0.13,58.17,115.84,133.48,13.17
2022-10-19 13:00:00,1666184400,5,3257.75,29.95,68.55,0,63.9,140.09,162.62,15.45
2022-10-19 14:00:00,1666188000,5,2990.72,28.39,63.75,0,61.04,140.57,164.26,14.69
2022-10-19 15:00:00,1666191600,5,2429.96,20.79,60.32,0.04,59.6,126.42,147.8,12.92
2022-10-19 16:00:00,1666195200,5,1602.17,5.87,62.38,2.06,57.7,97.76,112.83,8.99
2022-10-19 17:00:00,1666198800,5,1188.28,0.67,56.21,12.34,51.5,83.18,94.28,6.46
2022-10-19 18:00:00,1666202400,5,907.9,0.05,47.3,26.46,45.78,75.15,83.66,5.26
2022-10-19 19:00:00,1666206000,5,774.38,0.01,43.53,33.62,42.92,73.05,80.1,4.81
2022-10-19 20:00:00,1666209600,5,714.3,0.01,41.13,36.12,42.92,73.99,80.31,4.62
2022-10-19 21:00:00,1666213200,5,674.25,0,38.73,40.05,42.92,74.2,80.08,4.37
2022-10-19 22:00:00,1666216800,5,654.22,0,37.01,44.7,42.44,74.03,79.66,4.24
2022-10-19 23:00:00,1666220400,5,680.92,0,39.07,45.78,44.35,74.39,80.25,4.37
2022-10-20 00:00:00,1666224000,5,834.47,0.01,45.24,43.27,48.16,78.29,85.13,5.32
2022-10-20 01:00:00,1666227600,5,961.3,0,45.24,52.21,44.82,79.2,86.84,5.7
2022-10-20 02:00:00,1666231200,5,961.3,0,44.55,58.65,42.92,75.64,83.38,5.7
2022-10-20 03:00:00,1666234800,5,847.82,0,42.16,60.8,41.96,67.62,74.94,5.32
2022-10-20 04:00:00,1666238400,5,694.27,0,37.01,65.09,35.76,54.26,59.31,3.96
2022-10-20 05:00:00,1666242000,4,654.22,0,38.04,58.65,34.81,45.64,49.85,3.8
2022-10-20 06:00:00,1666245600,4,620.84,0,37.36,54.36,31.95,38.11,41.81,3.58
2022-10-20 07:00:00,1666249200,4,640.87,0.64,38.73,52.21,33.38,36.18,39.87,3.83
2022-10-20 08:00:00,1666252800,4,680.92,1.69,40.78,51.5,35.76,38.07,42.18,4.18
2022-10-20 09:00:00,1666256400,4,714.3,1.7,41.13,52.21,34.81,40.89,45.3,4.18
2022-10-20 10:00:00,1666260000,4,827.79,1.06,45.24,45.06,36.24,44.62,50.39,4.88
2022-10-20 11:00:00,1666263600,4,1001.36,0.11,51.41,29.33,41.48,46.88,54.72,5.89
2022-10-20 12:00:00,1666267200,4,1094.82,0.26,53.47,18.95,45.3,46.79,56.54,6.84
2022-10-20 13:00:00,1666270800,4,1081.47,0.38,51.41,15.74,45.3,43.47,55.06,7.47
2022-10-20 14:00:00,1666274400,4,974.66,0.2,45.93,19.13,41.96,39.07,51.61,7.28
2022-10-20 15:00:00,1666278000,4,934.6,0.11,43.53,22.53,41.01,39.01,52.02,7.28
2022-10-20 16:00:00,1666281600,4,1014.71,0.16,44.55,20.38,41.01,43.07,57.18,7.47
2022-10-20 17:00:00,1666285200,4,1054.76,0.28,45.24,15.74,39.1,44.44,58.88,6.71
2022-10-20 18:00:00,1666288800,4,988.01,0.41,43.18,13.05,38.15,42.92,56.79,6.4
2022-10-20 19:00:00,1666292400,4,1014.71,1.55,44.55,6.17,39.1,47.42,62.02,7.03
2022-10-20 20:00:00,1666296000,5,1134.87,6.54,42.84,0.82,40.05,56.57,73.14,8.36
2022-10-20 21:00:00,1666299600,5,1255.04,14.19,38.73,0.07,40.53,64.68,83.6,9.75
2022-10-20 22:00:00,1666303200,5,1335.14,21.68,35.99,0.01,41.48,70.26,91.57,10.77
2022-10-20 23:00:00,1666306800,5,1482.01,31.29,35.64,0,47.68,76.59,100.3,11.02
2022-10-21 00:00:00,1666310400,5,1842.5,46.49,39.76,0.23,67.71,89.99,117.11,13.55
2022-10-21 01:00:00,1666314000,5,1562.12,42.92,50.72,1.97,92.51,71.28,91.81,11.65
2022-10-21 02:00:00,1666317600,5,1588.82,39.79,52.09,5.32,92.51,64.59,82.89,11.65
2022-10-21 03:00:00,1666321200,5,1361.85,29.95,51.41,11.27,82.97,55.22,71.45,10.89
2022-10-21 04:00:00,1666324800,4,961.3,11.06,47.3,26.82,60.08,39.99,50.68,7.98
2022-10-21 05:00:00,1666328400,4,867.84,6.59,44.55,40.05,57.22,36.21,44.68,7.41
2022-10-21 06:00:00,1666332000,4,854.49,5.2,42.5,53.64,57.7,36.9,44.89,7.35
2022-10-21 07:00:00,1666335600,4,1121.52,8.61,61.01,50.78,81.06,46.52,55.92,10.01
2022-10-21 08:00:00,1666339200,5,1535.42,16.09,86.37,33.62,113.49,62.25,73.7,13.05
2022-10-21 09:00:00,1666342800,5,1708.98,19.45,91.85,20.38,116.35,66.35,78.24,12.79
2022-10-21 10:00:00,1666346400,5,2910.61,40.23,81.57,3.76,90.6,93.36,110.64,14.82
2022-10-21 11:00:00,1666350000,5,5073.55,92.98,68.55,0.03,82.97,154.85,183.71,18.75
2022-10-21 12:00:00,1666353600,5,6568.91,130.53,71.29,0,83.92,222.25,264.58,24.32
2022-10-21 13:00:00,1666357200,5,7583.62,148.42,84.31,0,88.69,296.14,351.82,30.65
2022-10-21 14:00:00,1666360800,5,7583.62,141.26,87.74,0,78.2,330.6,388.9,27.11
2022-10-21 15:00:00,1666364400,5,6355.29,110.86,81.57,0,60.56,299.06,347.41,21.79
2022-10-21 16:00:00,1666368000,5,4272.46,66.16,71.29,0,43.87,205.92,235.53,15.2
2022-10-21 17:00:00,1666371600,5,3177.64,47.39,55.52,0,32.42,150.67,171.62,12.29
2022-10-21 18:00:00,1666375200,5,2429.96,34.42,42.5,0,24.56,113.23,127.86,10.51
2022-10-21 19:00:00,1666378800,5,1842.5,21.01,32.9,0,17.88,86.46,96.2,9.63
2022-10-21 20:00:00,1666382400,5,1535.42,12.63,27.08,0.02,14.9,71.73,78.63,8.49
2022-10-21 21:00:00,1666386000,5,1348.5,8.94,24.68,0.08,14.9,63.57,69.47,7.41
2022-10-21 22:00:00,1666389600,5,1134.87,6.76,23.99,0.25,16.69,52.65,58.07,6.21
2022-10-21 23:00:00,1666393200,4,1014.71,6.71,21.25,0.31,16.93,43.61,49.29,6.27
2022-10-22 00:00:00,1666396800,4,1001.36,8.05,19.71,0.4,17.88,39.02,46.01,7.16
2022-10-22 01:00:00,1666400400,4,947.95,5.76,27.42,2.21,23.37,31.92,38.13,5.89
2022-10-22 02:00:00,1666404000,4,961.3,8.61,28.79,2.03,29.33,28.7,34.79,5.89
2022-10-22 03:00:00,1666407600,4,921.25,9.61,30.5,3,33.86,26.57,32.63,6.14
2022-10-22 04:00:00,1666411200,2,720.98,1.93,27.42,24.32,25.03,19.43,23.55,4.5
2022-10-22 05:00:00,1666414800,2,674.25,0.66,27.76,30.76,25.27,18.87,22.58,4.5
2022-10-22 06:00:00,1666418400,2,700.95,0.6,30.16,27.89,27.89,19.99,23.75,4.88
2022-10-22 07:00:00,1666422000,2,694.27,0.85,28.45,28.61,26.46,19.29,22.81,4.88
2022-10-22 08:00:00,1666425600,2,707.63,0.78,31.19,25.39,28.61,18.95,22.4,5.19
2022-10-22 09:00:00,1666429200,3,767.71,0.82,37.01,17.88,33.86,20.18,23.92,5.76
2022-10-22 10:00:00,1666432800,4,1028.06,5.53,52.78,4.02,51.98,27.63,32.85,7.66
2022-10-22 11:00:00,1666436400,4,1428.6,23.47,63.06,0.01,75.34,44.03,51.75,9.63
2022-10-22 12:00:00,1666440000,5,1455.31,23.47,60.32,0.01,65.8,50.4,58.6,8.36
2022-10-22 13:00:00,1666443600,5,1842.5,25.03,50.04,0.01,46.73,69.95,82.45,10.51
2022-10-22 14:00:00,1666447200,5,2563.48,37.1,43.18,0,45.3,104.65,124.72,16.21
2022-10-22 15:00:00,1666450800,5,3044.13,49.17,39.07,0,54.36,133.83,159.96,25.59
2022-10-22 16:00:00,1666454400,5,3070.83,54.54,35.99,0,60.08,138.92,165.74,31.66
2022-10-22 17:00:00,1666458000,5,2483.37,48.28,31.19,0,42.92,110.48,129.16,19
2022-10-22 18:00:00,1666461600,5,1815.8,34.87,28.1,0,30.99,80.3,91.76,11.27
2022-10-22 19:00:00,1666465200,5,1241.68,16.99,25.7,0.03,21.22,52.12,58.81,8.36
2022-10-22 20:00:00,1666468800,4,1041.41,8.83,23.65,0.16,17.17,40.03,45.04,7.35
2022-10-22 21:00:00,1666472400,4,961.3,5.48,24.68,0.63,17.88,35.4,39.71,6.4
2022-10-22 22:00:00,1666476000,4,894.55,3.8,27.76,1.36,21.46,33.31,37.81,5.95
2022-10-22 23:00:00,1666479600,4,921.25,4.47,27.76,1.12,23.37,34.58,39.98,6.65
2022-10-23 00:00:00,1666483200,4,1094.82,8.38,26.05,0.87,25.75,41.16,48.62,8.74
2022-10-23 01:00:00,1666486800,5,1401.9,16.76,26.39,2.32,32.42,50.11,59.78,10.13
2022-10-23 02:00:00,1666490400,5,1482.01,18.1,29.82,5.19,35.76,51.95,62.2,10.01
2022-10-23 03:00:00,1666494000,4,1335.14,12.41,32.56,13.41,35.76,47.95,57.15,9.88
2022-10-23 04:00:00,1666497600,4,934.6,1.55,22.62,38.62,20.98,29.41,33.45,5.19
2022-10-23 05:00:00,1666501200,3,834.47,0.68,21.08,37.91,20.5,21.55,24.59,4.43
2022-10-23 06:00:00,1666504800,2,807.76,0.53,23.99,31.47,23.13,18.43,21.39,4.56
2022-10-23 07:00:00,1666508400,3,921.25,2.07,37.01,15.74,35.76,21.32,25.42,6.14
2022-10-23 08:00:00,1666512000,4,1214.98,13.63,52.78,2.7,61.04,33.4,39.82,8.87
2022-10-23 09:00:00,1666515600,5,1655.58,32.19,65.8,0.71,93.46,52.52,60.91,10.64
2022-10-23 10:00:00,1666519200,5,2082.82,44.7,76.09,0.15,111.58,70.02,79.92,10.64
2022-10-23 11:00:00,1666522800,5,2349.85,54.99,78.14,0,115.39,82.74,94.4,10.77
2022-10-23 12:00:00,1666526400,5,2510.07,65.27,78.14,0,120.16,95.62,109.02,12.03
2022-10-23 13:00:00,1666530000,5,3284.45,83.15,73.34,0,112.53,134.48,156.15,19
2022-10-23 14:00:00,1666533600,5,4486.08,108.18,66.49,0,101.09,198.09,232.56,26.35
2022-10-23 15:00:00,1666537200,5,5233.76,123.38,59.63,0,91.55,252.95,298.13,30.65
2022-10-23 16:00:00,1666540800,5,5233.76,121.59,54.15,0,75.34,265.92,311.57,29.64
2022-10-23 17:00:00,1666544400,5,4539.49,101.92,48.67,0,55.31,234.56,273.22,22.04
2022-10-23 18:00:00,1666548000,5,3791.81,84.04,45.24,0,45.78,204.64,236.79,17.73
2022-10-23 19:00:00,1666551600,5,3124.24,65.27,45.93,0,39.1,177.72,200.79,13.81
2022-10-23 20:00:00,1666555200,5,2696.99,50.96,50.04,0,36.24,164.39,179.31,10.13
2022-10-23 21:00:00,1666558800,5,2323.15,38,61.69,0,36.72,153.14,162.35,6.78
2022-10-23 22:00:00,1666562400,5,1922.61,24.59,73.34,0,34.81,136.02,142.03,4.12
2022-10-23 23:00:00,1666566000,5,1842.5,20.34,66.49,0,30.52,124.79,130.45,4.05
2022-10-24 00:00:00,1666569600,5,1842.5,21.01,54.15,1.99,28.61,112.86,119.44,5.13
2022-10-24 01:00:00,1666573200,5,1562.12,18.33,38.73,11,30.52,75.1,81.33,5.19
2022-10-24 02:00:00,1666576800,4,1308.44,13.3,34.62,20.03,34.33,46.9,53.08,5.83
2022-10-24 03:00:00,1666580400,4,1054.76,8.61,32.56,30.04,37.19,29.74,35.21,5.83
2022-10-24 04:00:00,1666584000,2,694.27,3.63,23.99,52.93,26.7,17.22,21.2,4.81
2022-10-24 05:00:00,1666587600,2,574.11,2.51,23.99,57.22,26.7,13.99,17.63,4.56
2022-10-24 06:00:00,1666591200,2,567.44,1.84,26.73,54.36,28.37,13.52,17.15,4.5
2022-10-24 07:00:00,1666594800,2,607.49,1.73,33.24,43.63,33.86,14.74,18.92,5.13
2022-10-24 08:00:00,1666598400,2,734.33,2.88,46.61,23.6,44.82,19.89,25.21,6.46
2022-10-24 09:00:00,1666602000,4,881.2,6.09,56.89,6.53,55.31,26.09,32.21,7.35
2022-10-24 10:00:00,1666605600,4,1188.28,21.46,65.8,0.73,75.34,38.31,45.87,8.99
2022-10-24 11:00:00,1666609200,5,1682.28,46.49,78.83,0.03,106.81,60.76,70.99,11.27
2022-10-24 12:00:00,1666612800,5,2243.04,65.27,91.85,0,129.7,88.17,102.1,12.92
2022-10-24 13:00:00,1666616400,5,2937.32,76,102.82,0,133.51,123.94,144.26,14.19
2022-10-24 14:00:00,1666620000,5,3391.27,78.68,105.56,0,122.07,153.87,178.82,14.31
2022-10-24 15:00:00,1666623600,5,3471.37,76,106.93,0,113.49,169.73,195.14,13.55
2022-10-24 16:00:00,1666627200,5,3738.4,75.1,104.19,0,96.32,192.5,219.99,14.06
