datetime_utc,unix_timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2022-07-19 00:00:00,1658188800,4,1148.22,21.01,19.02,0.5,29.8,49.39,61.31,9.12
2022-07-19 01:00:00,1658192400,4,1054.76,19.22,22.62,0.79,34.81,42.42,52.11,7.79
2022-07-19 02:00:00,1658196000,4,1028.06,16.99,25.36,1.04,36.72,40.2,48.89,7.79
2022-07-19 03:00:00,1658199600,4,921.25,8.61,30.16,3.93,33.86,37.32,44.89,7.6
2022-07-19 04:00:00,1658203200,4,734.33,1.84,24.33,27.54,24.08,30.69,35.74,5.38
2022-07-19 05:00:00,1658206800,4,707.63,0.77,24.33,37.55,23.84,30.43,34.47,4.81
2022-07-19 06:00:00,1658210400,4,707.63,0.49,24.68,42.56,24.08,31.17,34.46,4.56
2022-07-19 07:00:00,1658214000,4,707.63,0.14,23.31,50.07,22.17,32.18,34.86,4.12
2022-07-19 08:00:00,1658217600,4,741,0.08,22.96,61.51,21.93,36.8,39.27,4.05
2022-07-19 09:00:00,1658221200,4,741,0.04,21.93,64.37,20.98,36.14,38.43,3.8
2022-07-19 10:00:00,1658224800,4,767.71,0.01,24.33,50.07,20.74,32.27,34.75,3.89
2022-07-19 11:00:00,1658228400,4,827.79,0.01,28.79,35.05,22.41,31.07,34.04,4.24
2022-07-19 12:00:00,1658232000,4,867.84,0.09,31.19,23.25,24.08,31.75,35.49,4.81
2022-07-19 13:00:00,1658235600,4,974.66,1.22,36.67,9.48,29.33,35.69,40.95,5.95
2022-07-19 14:00:00,1658239200,4,1054.76,5.42,35.3,1.42,32.9,38.86,45.68,6.9
2022-07-19 15:00:00,1658242800,4,1094.82,10.62,29.47,0.19,32.9,39.58,47.63,7.41
2022-07-19 16:00:00,1658246400,4,1108.17,14.75,26.39,0.05,31.95,39.16,48.61,8.04
2022-07-19 17:00:00,1658250000,4,1081.47,17.43,25.7,0.02,30.99,37.12,46.34,7.73
2022-07-19 18:00:00,1658253600,4,1054.76,19.22,26.05,0.01,31.47,37.25,46.25,7.85
2022-07-19 19:00:00,1658257200,4,1041.41,19.22,25.36,0.01,29.8,38.85,47.86,8.23
2022-07-19 20:00:00,1658260800,4,1094.82,20.34,23.99,0,28.13,43.36,52.97,9.12
2022-07-19 21:00:00,1658264400,4,1174.93,23.25,23.31,0,29.09,49.36,59.93,10.26
2022-07-19 22:00:00,1658268000,5,1268.39,27.72,22.96,0,33.86,55.23,65.58,10.13
2022-07-19 23:00:00,1658271600,5,1348.5,30.4,23.31,0,37.67,57.58,67.14,9.5
2022-07-20 00:00:00,1658275200,5,1482.01,31.29,24.68,0.1,43.39,59.37,69.29,10.26
2022-07-22 01:00:00,1658451600,5,3578.19,141.26,69.23,4.2,152.59,212.69,240.72,15.58
2022-07-22 02:00:00,1658455200,5,3738.4,132.32,108.3,11.98,177.38,224.94,256.7,16.09
2022-07-22 03:00:00,1658458800,5,3364.56,83.15,159.03,39.34,186.92,245.15,277.39,13.55
2022-07-22 04:00:00,1658462400,5,1562.12,18.33,91.85,117.3,103.95,144.18,159.62,5.51
2022-07-22 05:00:00,1658466000,5,1028.06,5.81,47.98,163.08,67.71,112.7,123,4.88
2022-07-22 06:00:00,1658469600,5,894.55,2.99,32.22,203.13,57.22,113.37,122.04,4.62
2022-07-22 07:00:00,1658473200,5,794.41,2.1,27.76,203.13,49.59,99.2,106.57,4.75
2022-07-22 08:00:00,1658476800,5,794.41,2.01,34.96,168.8,52.93,82.17,89.13,5.76
2022-07-22 09:00:00,1658480400,5,907.9,1.3,49.35,144.48,66.76,80.81,88.52,7.28
2022-07-22 10:00:00,1658484000,5,1401.9,0.57,86.37,104.43,97.27,96.26,107.81,12.03
2022-07-22 11:00:00,1658487600,5,2002.72,0.14,115.16,52.93,110.63,111.16,129.36,16.72
2022-07-22 12:00:00,1658491200,5,2162.93,0.03,101.45,26.11,85.83,103.12,126.69,15.83
2022-07-22 13:00:00,1658494800,5,2109.53,0.1,75.4,20.38,56.27,92.45,118.9,13.3
2022-07-22 14:00:00,1658498400,5,2189.64,0.71,64.43,11,46.25,94.7,124.56,13.05
2022-07-22 15:00:00,1658502000,5,2243.04,4.81,56.21,2.12,44.82,99.71,132.27,13.55
2022-07-22 16:00:00,1658505600,5,2323.15,14.98,45.93,0.08,43.87,101.44,135.53,13.43
2022-07-22 17:00:00,1658509200,5,2269.74,24.59,38.04,0,39.58,96.21,129.91,11.53
2022-07-22 18:00:00,1658512800,5,2029.42,26.6,32.22,0,32.42,87.92,118.87,10.01
2022-07-22 19:00:00,1658516400,5,2029.42,28.16,27.76,0,23.6,93.3,122.34,10.26
2022-07-22 20:00:00,1658520000,5,2376.56,39.79,23.31,0,24.08,118.22,149.08,13.68
2022-07-22 21:00:00,1658523600,5,2857.21,58.11,21.42,0,32.42,151.95,188.39,21.28
2022-07-22 22:00:00,1658527200,5,3337.86,76.89,22.28,0,44.35,186.91,231.3,31.66
2022-07-22 23:00:00,1658530800,5,3845.21,94.77,21.08,0,44.82,216.92,268.79,27.61
2022-07-23 00:00:00,1658534400,5,4913.33,121.59,21.42,0.14,49.11,265.54,325.81,22.8
2022-07-23 01:00:00,1658538000,5,2109.53,80.47,58.95,0.99,115.39,128.15,154.67,9.88
2022-07-23 02:00:00,1658541600,5,2109.53,89.41,60.32,1.65,131.61,114.39,139.1,11.4
2022-07-23 03:00:00,1658545200,5,2162.93,92.09,62.38,2.68,141.14,108.38,131.93,12.67
2022-07-23 04:00:00,1658548800,5,1522.06,52.3,60.32,2.39,102.04,73.72,88.99,9.12
2022-07-23 05:00:00,1658552400,5,1228.33,33.97,56.89,0.57,80.11,54.73,66.06,7.73
2022-07-23 06:00:00,1658556000,4,1094.82,26.6,54.84,0.47,70.57,43.69,53.2,7.22
2022-07-23 07:00:00,1658559600,4,1188.28,35.76,52.78,0.35,79.15,44.23,53.93,8.87
2022-07-23 08:00:00,1658563200,5,1441.96,56.77,50.72,0.17,99.18,52.36,63.41,11.27
2022-07-23 09:00:00,1658566800,5,1615.52,69.74,49.35,0.2,106.81,55.5,66.87,11.65
2022-07-23 10:00:00,1658570400,5,1815.8,74.21,50.04,0.17,102.04,57.51,69.83,12.16
2022-07-23 11:00:00,1658574000,5,2216.34,85.83,54.84,0.07,103.95,70.07,85.58,12.79
2022-07-23 12:00:00,1658577600,5,2536.77,92.09,63.06,0,102.04,88,108.45,12.67
2022-07-23 13:00:00,1658581200,5,3417.97,99.24,63.06,0,80.11,126.09,159.59,15.45
2022-07-23 14:00:00,1658584800,5,4379.27,111.76,55.52,0,60.56,173.2,220.65,17.99
2022-07-23 15:00:00,1658588400,5,4753.11,118.02,45.93,0,50.54,207.13,260.13,19.25
2022-07-23 16:00:00,1658592000,5,4966.74,123.38,36.33,0,40.53,231.33,279.15,20.27
2022-07-23 17:00:00,1658595600,5,5126.95,132.32,27.76,0,32.9,246.46,284.45,19.51
2022-07-23 18:00:00,1658599200,5,5233.76,139.47,22.62,0,30.99,256.98,284.94,21.53
2022-07-23 19:00:00,1658602800,5,4966.74,135.9,18.68,0,28.13,255.14,274.93,23.31
2022-07-23 20:00:00,1658606400,5,4432.68,121.59,15.94,0,22.41,240.62,254.67,17.73
2022-07-23 21:00:00,1658610000,5,3898.62,103.71,16.62,0,19.55,221.52,232.64,12.03
2022-07-23 22:00:00,1658613600,5,2643.59,59.9,32.9,0,22.65,160.69,169.18,7.66
2022-07-23 23:00:00,1658617200,5,2189.64,44.7,31.87,0,23.37,132.59,141.54,7.92
2022-07-24 00:00:00,1658620800,5,2162.93,41.57,27.08,0.22,28.85,118.82,131.59,10.89
2022-07-24 01:00:00,1658624400,5,1642.23,40.23,31.53,0.49,53.41,76.12,88.52,9.25
2022-07-24 02:00:00,1658628000,5,1628.88,45.6,40.44,0.51,73.43,66.25,80.01,10.89
2022-07-24 03:00:00,1658631600,5,1682.28,52.75,48.67,0.93,95.37,65.36,82,14.06
2022-07-24 04:00:00,1658635200,4,1028.06,19.67,44.55,18.78,62.94,36.22,46.91,8.49
2022-07-24 05:00:00,1658638800,4,781.06,8.72,37.01,46.49,48.16,25.8,33.83,6.52
2022-07-24 06:00:00,1658642400,4,700.95,4.97,29.47,89.41,41.96,26.46,33.44,5.89
2022-07-24 07:00:00,1658646000,4,680.92,2.96,25.7,131.61,40.53,33.71,40.01,5.7
2022-07-24 08:00:00,1658649600,4,674.25,2.12,24.68,148.77,38.62,36.42,42.29,5.83
2022-07-24 09:00:00,1658653200,4,647.54,1.65,23.65,137.33,30.99,31.28,36.64,5.51
2022-07-24 10:00:00,1658656800,4,827.79,2.37,31.87,95.84,31.47,29.79,36.58,7.47
2022-07-24 11:00:00,1658660400,4,1148.22,1.96,43.53,50.78,36.24,33.61,43.6,10.26
2022-07-24 12:00:00,1658664000,4,1348.5,0.29,49.35,18.78,38.62,38.73,52.13,11.4
2022-07-24 13:00:00,1658667600,5,1628.88,3.74,46.61,3.62,38.62,51.12,70.18,12.54
2022-07-24 14:00:00,1658671200,5,1976.01,13.19,38.73,0.13,36.72,68.49,94.02,13.17
2022-07-24 15:00:00,1658674800,5,2243.04,23.25,32.56,0.01,37.19,86.25,118.02,14.69
2022-07-24 16:00:00,1658678400,5,2376.56,29.95,29.13,0,35.29,94.41,129.15,14.82
2022-07-24 17:00:00,1658682000,5,2056.12,26.82,28.45,0,30.04,81.07,112.27,11.02
2022-07-24 18:00:00,1658685600,5,1575.47,19.22,30.16,0.02,29.8,63,88.02,8.74
2022-07-24 19:00:00,1658689200,5,1148.22,14.19,32.9,0.07,36.24,50.6,68.49,7.54
2022-07-24 20:00:00,1658692800,5,1094.82,20.34,34.27,0.02,46.73,53.03,68.67,8.04
2022-07-24 21:00:00,1658696400,5,1161.58,33.53,37.36,0,65.8,61.03,76.15,9.12
2022-07-24 22:00:00,1658700000,5,1188.28,46.04,47.98,0,93.46,66.8,80.26,9.12
2022-07-24 23:00:00,1658703600,5,1335.14,65.27,56.21,0,118.26,80.62,95.01,9.75
2022-07-25 00:00:00,1658707200,5,1615.52,82.25,62.38,1.08,133.51,100.41,117.67,11.15
2022-07-25 01:00:00,1658710800,5,1976.01,93.88,67.86,6.35,144.96,116.39,136.17,12.79
2022-07-25 02:00:00,1658714400,5,2296.45,93.88,81.57,13.05,158.31,127.61,149.22,14.19
2022-07-25 03:00:00,1658718000,5,2429.96,74.21,102.82,25.39,164.03,134.68,156.97,14.57
2022-07-25 04:00:00,1658721600,5,1455.31,23.69,74.03,50.78,95.37,78.29,92.48,8.74
2022-07-25 05:00:00,1658725200,5,1068.12,11.51,57.58,48.64,70.57,52.02,62.62,7.28
2022-07-25 06:00:00,1658728800,4,961.3,5.36,57.58,31.47,63.9,41.42,50.79,7.09
2022-07-25 07:00:00,1658732400,5,1789.09,14.31,71.29,2.21,72.48,62.29,76.73,13.68
2022-07-25 08:00:00,1658736000,5,3578.19,62.58,66.49,0.14,101.09,116,139.92,24.83
2022-07-25 09:00:00,1658739600,5,5393.98,119.81,69.23,0.26,154.5,175.5,207.51,42.05
2022-07-25 10:00:00,1658743200,5,7263.18,178.81,76.09,0.26,207.9,232.26,270.27,56.74
2022-07-25 11:00:00,1658746800,5,8010.86,218.15,73.34,0.04,209.81,259.68,299.49,52.69
2022-07-25 12:00:00,1658750400,5,7583.62,219.94,67.86,0,181.2,255.84,293.73,36.98
2022-07-25 13:00:00,1658754000,5,6462.1,182.39,60.32,0,133.51,222.05,260.35,25.59
2022-07-25 14:00:00,1658757600,5,5554.2,141.26,51.41,0,91.55,199.03,243.85,22.8
2022-07-25 15:00:00,1658761200,5,4753.11,105.5,45.24,0,70.57,179.84,229.86,21.28
2022-07-25 16:00:00,1658764800,5,4005.43,79.57,41.13,0,57.22,157.24,208.83,18.49
2022-07-25 17:00:00,1658768400,5,3124.24,58.11,37.36,0,44.82,119.77,166.47,14.06
2022-07-25 18:00:00,1658772000,5,2323.15,42.02,33.24,0,37.19,88.58,127.6,11.78
2022-07-25 19:00:00,1658775600,5,2269.74,43.36,27.42,0,31.95,94.1,131.33,12.67
2022-07-25 20:00:00,1658779200,5,2643.59,57.22,23.31,0,32.42,123.18,156.68,16.21
2022-07-25 21:00:00,1658782800,5,3097.53,74.21,21.25,0,38.62,157.02,191.01,22.8
2022-07-25 22:00:00,1658786400,5,3524.78,92.98,21.08,0,48.16,191.76,226.23,30.15
2022-07-25 23:00:00,1658790000,5,4112.24,113.55,20.22,0,52.93,227.58,263.94,29.89
2022-07-26 00:00:00,1658793600,5,5340.58,144.84,20.91,0.09,65.8,287.78,336.26,32.42
2022-07-26 01:00:00,1658797200,5,3150.94,119.81,48.67,1.25,131.61,168.49,198.99,19.25
2022-07-26 02:00:00,1658800800,5,3017.43,134.11,61.69,1.97,165.94,157.84,185.51,16.97
2022-07-26 03:00:00,1658804400,5,3070.83,148.42,74.71,1.99,198.36,159.07,184.55,16.97
2022-07-26 04:00:00,1658808000,5,2029.42,81.36,77.46,0.91,139.24,98.4,113.51,10.51
2022-07-26 05:00:00,1658811600,5,1628.88,56.33,72.66,0.63,114.44,71.64,83.06,8.74
2022-07-26 06:00:00,1658815200,5,1535.42,53.64,65.12,0.2,103.95,60.29,70.31,8.23
2022-07-26 07:00:00,1658818800,5,1628.88,63.48,60.32,0.06,107.77,60.49,71.13,9.63
2022-07-26 08:00:00,1658822400,5,1895.9,87.62,61.69,0.34,135.42,70.32,82.76,12.16
2022-07-26 09:00:00,1658826000,5,1976.01,89.41,65.8,0.8,131.61,69.38,81.89,11.65
2022-07-26 10:00:00,1658829600,5,1869.2,68.84,65.8,0.82,102.04,60.02,72.02,10.26
2022-07-26 11:00:00,1658833200,5,1922.61,59.01,63.75,0.21,93.46,59.6,72.27,10.26
2022-07-26 12:00:00,1658836800,5,2002.72,58.11,63.06,0,97.27,68.77,82.83,11.4
2022-07-26 13:00:00,1658840400,5,2803.8,73.31,59.63,0,92.51,104.65,128.38,16.97
2022-07-26 14:00:00,1658844000,5,3898.62,93.88,50.72,0,80.11,157.15,196.48,21.53
2022-07-26 15:00:00,1658847600,5,4592.9,104.61,42.16,0,68.66,200.8,252.24,23.31
2022-07-26 16:00:00,1658851200,5,5607.6,123.38,32.9,0,58.17,258.86,314.48,24.83
2022-07-26 17:00:00,1658854800,5,6301.88,141.26,25.36,0,48.16,296.36,352.43,24.83
2022-07-26 18:00:00,1658858400,5,6248.47,144.84,21.42,0,45.78,298.14,350.02,30.4
2022-07-26 19:00:00,1658862000,5,5928.04,143.05,18.68,0,46.73,296.01,339.98,39.52
2022-07-26 20:00:00,1658865600,5,5821.23,146.63,16.96,0,46.25,311.18,346.3,39.01
2022-07-26 21:00:00,1658869200,5,5767.82,153.78,16.62,0,44.82,326.84,354.51,32.42
2022-07-26 22:00:00,1658872800,5,5287.17,148.42,19.19,0,44.82,309.01,331.34,24.83
2022-07-26 23:00:00,1658876400,5,5393.98,159.14,20.22,0,46.25,320.94,344.2,20.52
2022-07-27 00:00:00,1658880000,5,6088.26,180.6,21.76,0.01,55.79,354.62,384.41,21.53
2022-07-27 01:00:00,1658883600,5,3524.78,153.78,52.09,0.09,137.33,243.24,267.99,11.27
2022-07-27 02:00:00,1658887200,5,3204.35,153.78,63.75,0.32,164.03,217.92,244.54,11.53
2022-07-27 03:00:00,1658890800,5,3150.94,153.78,69.92,0.88,179.29,203.14,232.1,14.19
2022-07-27 04:00:00,1658894400,5,1895.9,72.42,70.6,3.53,123.98,113.73,130.99,8.61
2022-07-27 05:00:00,1658898000,5,1468.66,44.7,71.97,1.79,106.81,77.6,90.25,7.66
2022-07-27 06:00:00,1658901600,5,1268.39,35.32,72.66,0.78,94.41,60.54,72.36,7.35
2022-07-27 07:00:00,1658905200,4,1134.87,33.08,71.29,0.06,82.02,47.46,58.09,6.97
2022-07-27 08:00:00,1658908800,4,1068.12,35.32,65.12,0.7,73.43,38.99,48.21,7.09
2022-07-27 09:00:00,1658912400,4,961.3,24.59,57.58,3.49,58.17,30.16,37.33,6.59
2022-07-27 10:00:00,1658916000,4,1001.36,16.32,52.09,4.38,51.02,27.4,34.45,7.35
2022-07-27 11:00:00,1658919600,4,1214.98,21.01,50.04,0.87,58.65,32.48,41.57,9.25
2022-07-27 12:00:00,1658923200,4,1401.9,29.5,45.24,0.01,66.76,40.98,52.03,11.27
2022-07-27 13:00:00,1658926800,5,2803.8,60.8,44.55,0,74.39,95.31,121.03,21.03
2022-07-27 14:00:00,1658930400,5,4646.3,100.14,42.5,0,78.2,182.73,228.94,29.64
2022-07-27 15:00:00,1658934000,5,5928.04,126.96,38.39,0,79.15,260.34,320.99,35.46
2022-07-27 16:00:00,1658937600,5,6568.91,144.84,34.62,0,76.29,306.71,367.35,37.49
2022-07-27 17:00:00,1658941200,5,6675.72,153.78,32.9,0,67.71,316.72,370.84,31.41
2022-07-27 18:00:00,1658944800,5,6568.91,157.36,31.53,0,60.56,316.91,364.51,27.61
2022-07-27 19:00:00,1658948400,5,6141.66,151.99,28.1,0,50.07,306.99,350.4,25.84
2022-07-27 20:00:00,1658952000,5,5928.04,151.99,24.68,0,44.82,315.33,352.22,25.84
2022-07-27 21:00:00,1658955600,5,6088.26,164.51,22.62,0,46.25,345.25,374.92,27.11
2022-07-27 22:00:00,1658959200,5,6622.31,189.54,21.08,0,48.16,395.63,420.87,27.36
2022-07-27 23:00:00,1658962800,5,7263.18,218.15,18.16,0,46.73,446.03,472.21,23.56
2022-07-28 00:00:00,1658966400,5,8331.3,246.76,18.51,0.07,55.31,501.21,535.77,24.57
2022-07-28 01:00:00,1658970000,5,3685,159.14,53.47,1.99,144.96,247.56,269.47,11.02
2022-07-28 02:00:00,1658973600,5,3471.37,157.36,73.34,4.65,171.66,233.29,256.61,11.91
2022-07-28 03:00:00,1658977200,5,3284.45,123.38,98.71,9.3,167.85,212.04,234.19,12.41
2022-07-28 04:00:00,1658980800,5,1789.09,38.44,82.25,28.61,95.37,109.43,121.52,7.92
2022-07-28 05:00:00,1658984400,5,1295.09,15.65,63.75,55.07,71.53,71.54,79.85,7.03
2022-07-28 06:00:00,1658988000,5,1161.58,8.94,52.09,80.82,62.94,61.77,68.89,7.03
2022-07-28 07:00:00,1658991600,4,947.95,4.64,35.99,97.27,46.73,47.73,53.55,6.27
2022-07-28 08:00:00,1658995200,4,814.44,2.79,27.76,97.27,35.29,37.34,42.48,6.21
2022-07-28 09:00:00,1658998800,4,807.76,1.63,24.33,100.14,29.09,37.45,42.21,6.08
2022-07-28 10:00:00,1659002400,4,947.95,1.31,30.85,98.71,31.95,49.38,54.88,6.84
2022-07-28 11:00:00,1659006000,5,1161.58,0.52,42.84,85.12,38.15,63.23,70.25,8.04
2022-07-28 12:00:00,1659009600,5,1268.39,0,49.35,65.8,41.96,70.69,79.18,8.99
2022-07-28 13:00:00,1659013200,5,2349.85,2.46,80.88,18.42,52.45,117.49,138.44,16.47
2022-07-28 14:00:00,1659016800,5,3898.62,25.03,87.05,0.01,59.6,196,235.34,22.55
2022-07-28 15:00:00,1659020400,5,4859.92,47.39,73.34,0,59.13,259.76,312.6,25.84
2022-07-28 16:00:00,1659024000,5,5180.36,60.8,58.26,0,53.88,282.53,340.04,26.35
2022-07-28 17:00:00,1659027600,5,5020.14,67.06,50.72,0,46.73,269.06,321.44,22.8
2022-07-28 18:00:00,1659031200,5,4806.52,73.31,45.93,0,45.3,262.84,303.58,21.53
2022-07-28 19:00:00,1659034800,5,4486.08,74.21,39.41,0,41.96,254.05,288.26,22.04
2022-07-28 20:00:00,1659038400,5,4272.46,76.89,32.22,0,38.15,250.04,280.05,22.8
2022-07-28 21:00:00,1659042000,5,4219.06,82.25,26.39,0,37.19,258.61,283.71,24.07
2022-07-28 22:00:00,1659045600,5,4486.08,92.98,22.62,0,37.19,281.27,302.87,23.56
2022-07-28 23:00:00,1659049200,5,4806.52,102.82,20.39,0,38.62,299.12,320.25,20.77
2022-07-29 00:00:00,1659052800,5,5340.58,111.76,23.99,0.16,50.07,312.03,338.53,22.8
2022-07-29 01:00:00,1659056400,5,3017.43,73.31,50.04,2.91,85.83,176.31,193.79,13.55
2022-07-29 02:00:00,1659060000,5,2643.59,61.69,62.38,12.16,95.37,143.07,160.8,14.06
2022-07-29 03:00:00,1659063600,5,1976.01,26.6,70.6,59.37,83.92,120.67,135.49,13.05
2022-07-29 04:00:00,1659067200,5,974.66,4.64,28.1,140.19,39.1,70.89,77.52,6.78
2022-07-29 05:00:00,1659070800,5,767.71,1.93,15.94,170.23,28.13,67.1,71.99,5.13
2022-07-29 06:00:00,1659074400,5,720.98,1.54,13.71,171.66,25.03,66.55,71.29,4.75
2022-07-29 07:00:00,1659078000,5,660.9,1.42,13.02,155.93,21.7,62.23,66.82,4.69
2022-07-29 08:00:00,1659081600,5,660.9,1.49,15.94,143.05,22.89,61.74,66.41,5.32
2022-07-29 09:00:00,1659085200,5,680.92,1.31,19.36,127.32,23.84,58.78,63.34,5.89
2022-07-29 10:00:00,1659088800,5,894.55,1.69,33.24,91.55,31.95,60.15,66.08,8.49
2022-07-29 11:00:00,1659092400,5,1188.28,0.88,47.3,52.21,37.67,65.5,73.92,10.89
2022-07-29 12:00:00,1659096000,5,1375.2,0.06,53.47,27.18,39.58,70.93,82.01,11.65
2022-07-29 13:00:00,1659099600,5,1548.77,0.66,59.63,11.98,44.82,77.63,92.34,12.29
2022-07-29 14:00:00,1659103200,5,1495.36,1.37,55.52,6.71,41.96,74.48,91.05,11.53
2022-07-29 15:00:00,1659106800,5,1388.55,1.4,49.35,6.35,35.29,66.14,82.46,10.39
2022-07-29 16:00:00,1659110400,5,1295.09,1.54,44.55,5.72,29.56,57.66,72.53,9.12
2022-07-29 17:00:00,1659114000,5,1201.63,2.63,40.78,2.95,26.46,50.44,63.61,7.79
2022-07-29 18:00:00,1659117600,4,1108.17,3.07,35.99,1.59,22.65,46.09,58.05,6.97
2022-07-29 19:00:00,1659121200,4,1068.12,3.41,31.19,1.14,18.6,44.66,56.4,6.84
2022-07-29 20:00:00,1659124800,4,1108.17,5.64,28.79,0.35,18.12,46.87,59.26,7.35
2022-07-29 21:00:00,1659128400,5,1188.28,9.95,27.42,0.05,20.74,50.77,64.1,8.36
2022-07-29 22:00:00,1659132000,5,1281.74,16.99,26.73,0,25.99,56.33,70.9,9.12
2022-07-29 23:00:00,1659135600,5,1375.2,25.7,25.36,0,33.38,61.52,77.48,9.88
2022-07-30 00:00:00,1659139200,5,1548.77,36.66,24.33,0.2,45.78,67.62,85.91,12.41
2022-07-30 01:00:00,1659142800,5,1602.17,47.39,26.05,0.78,64.85,66.57,84.53,13.05
2022-07-30 02:00:00,1659146400,5,1602.17,48.73,26.73,1.48,68.66,63.34,80.36,12.79
2022-07-30 03:00:00,1659150000,5,1308.44,32.19,28.1,4.07,55.79,50.05,64.36,11.91
2022-07-30 04:00:00,1659153600,4,801.09,4.97,28.1,23.96,27.66,28.89,36.84,7.28
2022-07-30 05:00:00,1659157200,3,654.22,1.09,22.96,36.84,21.22,20.81,25.72,5.7
2022-07-30 06:00:00,1659160800,2,607.49,0.51,20.73,38.27,19.55,17.86,21.48,5.32
2022-07-30 07:00:00,1659164400,2,587.46,0.03,19.19,37.19,17.88,16.23,18.92,4.94
2022-07-30 08:00:00,1659168000,2,614.17,0.03,19.71,38.62,18.36,17.3,19.59,4.81
2022-07-30 09:00:00,1659171600,3,647.54,0.02,20.05,43.99,18.36,20.17,22.27,4.5
2022-07-30 10:00:00,1659175200,3,754.36,0.02,24.68,40.41,20.98,24.91,27.48,4.81
2022-07-30 11:00:00,1659178800,4,907.9,0.04,34.27,27.54,26.94,31.73,35.44,5.76
2022-07-30 12:00:00,1659182400,4,1054.76,0.45,44.55,13.95,34.81,39.9,45.13,7.09
2022-07-30 13:00:00,1659186000,5,1495.36,8.38,58.95,1.15,50.54,60.61,70.45,11.15
2022-07-30 14:00:00,1659189600,5,2056.12,25.26,63.75,0,64.85,91.49,107.64,15.33
2022-07-30 15:00:00,1659193200,5,2483.37,39.79,61.69,0,72.48,120.22,141.54,17.99
2022-07-30 16:00:00,1659196800,5,2670.29,48.28,54.84,0,73.43,132.65,154.67,16.97
2022-07-30 17:00:00,1659200400,5,2456.67,46.04,46.61,0,61.04,121.51,140.04,12.16
2022-07-30 18:00:00,1659204000,5,2056.12,38,38.73,0,47.21,101.82,116.26,8.99
2022-07-30 19:00:00,1659207600,5,1628.88,24.59,32.22,0,31.47,81.24,93,7.85
2022-07-30 20:00:00,1659211200,5,1375.2,14.75,29.13,0.02,23.13,68.84,79.22,7.66
2022-07-30 21:00:00,1659214800,5,1268.39,9.95,28.45,0.11,20.74,62.36,72.01,7.41
2022-07-30 22:00:00,1659218400,5,1188.28,8.38,27.08,0.23,21.46,56.46,66.13,7.16
2022-07-30 23:00:00,1659222000,5,1134.87,9.05,26.05,0.23,24.32,51.67,61.81,7.6
2022-07-31 00:00:00,1659225600,4,1174.93,11.06,26.39,0.64,29.33,49.62,60.25,8.99
2022-07-31 01:00:00,1659229200,4,1161.58,10.17,31.19,1.48,35.29,43.57,52.49,8.49
2022-07-31 02:00:00,1659232800,4,1081.47,7.38,31.53,4.43,33.38,36.49,43.5,7.54
2022-07-31 03:00:00,1659236400,4,907.9,3.02,27.42,17.34,26.94,29.85,35.16,6.71
2022-07-31 04:00:00,1659240000,3,741,1.61,17.14,47.92,17.88,22.21,25.56,4.94
2022-07-31 05:00:00,1659243600,2,674.25,1.24,16.45,57.94,17.64,18.35,20.96,4.69
2022-07-31 06:00:00,1659247200,2,654.22,1.37,17.31,62.94,19.07,17.7,20.02,4.81
2022-07-31 07:00:00,1659250800,2,640.87,1.17,17.31,67.95,19.07,18.28,20.38,4.81
2022-07-31 08:00:00,1659254400,3,667.57,0.78,19.54,64.37,20.74,20.48,22.6,5.32
2022-07-31 09:00:00,1659258000,3,700.95,0.44,21.08,56.51,21.7,22.5,24.79,5.76
2022-07-31 10:00:00,1659261600,4,841.14,0.14,30.85,33.26,28.37,26.1,29.4,6.71
2022-07-31 11:00:00,1659265200,4,1028.06,1.63,40.44,8.05,35.76,30.69,35.42,7.47
2022-07-31 12:00:00,1659268800,4,1121.52,7.82,37.36,0.49,38.62,34.46,40.46,7.98
2022-07-31 13:00:00,1659272400,4,1241.68,16.76,34.62,0.02,45.78,42,49.93,9.63
2022-07-31 14:00:00,1659276000,5,1348.5,23.92,34.62,0,51.98,50.31,59.99,10.77
2022-07-31 15:00:00,1659279600,5,1455.31,29.5,34.62,0,55.31,58.25,69.32,11.65
2022-07-31 16:00:00,1659283200,5,1522.06,33.08,34.62,0,55.79,62.96,74.97,12.03
2022-07-31 17:00:00,1659286800,5,1388.55,32.19,32.22,0,50.07,58.04,69.47,10.51
2022-07-31 18:00:00,1659290400,5,1241.68,31.74,29.47,0,47.68,53.68,64.66,9.75
2022-07-31 19:00:00,1659294000,5,1214.98,30.85,26.05,0,40.05,54.09,65.67,10.01
2022-07-31 20:00:00,1659297600,5,1335.14,32.19,22.62,0,34.33,61.12,74.11,11.65
2022-07-31 21:00:00,1659301200,5,1441.96,35.32,20.56,0,34.33,67.64,81.93,13.3
2022-07-31 22:00:00,1659304800,5,1522.06,40.23,19.36,0,37.19,72.92,87.95,14.06
2022-07-31 23:00:00,1659308400,5,1495.36,41.13,18.16,0,38.15,69.9,84.98,12.92
2022-08-01 00:00:00,1659312000,5,1482.01,38.89,18.16,0.17,41.96,63.3,78.68,12.67
2022-08-01 01:00:00,1659315600,4,1161.58,34.87,20.22,0.37,51.02,43.97,54.26,9.25
2022-08-01 02:00:00,1659319200,4,1134.87,32.19,20.56,0.67,50.54,39.22,48.06,8.74
2022-08-01 03:00:00,1659322800,4,988.01,22.58,21.25,1.5,42.44,33.21,40.3,7.92
